City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Huilong,CN,31.8111,121.655,53.04,45,9,23.0,clear sky
346,Saint-Louis,SN,16.3333,-15.0,77.11,26,41,9.51,scattered clouds
347,Vilyuysk,RU,63.7553,121.6247,25.39,92,100,8.88,overcast clouds
348,Svetlogorsk,BY,52.6333,29.7333,44.69,80,100,13.67,overcast clouds
349,Broome,US,42.2506,-75.833,40.32,69,0,1.07,clear sky
350,Asyut,EG,27.181,31.1837,62.78,36,0,3.96,clear sky
351,Taoudenni,ML,22.6783,-3.9836,64.9,22,0,14.25,clear sky
352,Saint-Francois,FR,46.4154,3.9054,40.44,93,90,0.0,fog
353,Kudahuvadhoo,MV,2.6708,72.8944,83.21,68,99,17.13,overcast clouds
354,Tezu,IN,27.9167,96.1667,82.18,29,0,3.67,clear sky
355,Kingaroy,AU,-26.5333,151.8333,80.64,65,75,8.05,broken clouds
356,Boa Vista,BR,2.8197,-60.6733,76.98,88,90,2.3,overcast clouds
357,Pisco,PE,-13.7,-76.2167,64.45,82,20,6.91,few clouds
358,Lazaro Cardenas,MX,17.9583,-102.2,76.48,90,67,3.69,broken clouds
359,Nouadhibou,MR,20.931,-17.0347,62.58,72,0,14.97,clear sky
360,Vardo,NO,70.3705,31.1107,23.2,74,99,14.94,light snow
361,Mazagao,BR,-0.115,-51.2894,80.65,96,96,3.78,overcast clouds
362,Cervo,ES,43.6702,-7.4101,52.2,89,100,0.54,overcast clouds
363,Oistins,BB,13.0667,-59.5333,80.69,74,40,13.8,scattered clouds
364,Umm Lajj,SA,25.0213,37.2685,82.78,28,0,0.63,clear sky
365,Haines Junction,CA,60.7522,-137.5108,17.06,69,20,2.44,few clouds
366,Barabash,RU,43.2,131.4833,37.08,91,100,20.89,heavy intensity rain
367,Ponnani,IN,10.767,75.9252,85.32,71,84,4.38,broken clouds
368,Chippewa Falls,US,44.9369,-91.3929,50.85,92,1,3.44,clear sky
369,Victoria Point,AU,-27.5833,153.3,84.81,81,93,3.0,overcast clouds
370,Nhamunda,BR,-2.1861,-56.7131,73.99,94,81,1.57,broken clouds
371,Hengyang,CN,26.8881,112.615,54.73,43,2,8.41,clear sky
372,Orlik,RU,52.5178,99.825,25.56,67,93,2.75,overcast clouds
373,Elizabeth City,US,36.2946,-76.2511,55.02,46,1,17.27,clear sky
374,Camacha,PT,33.0833,-16.3333,63.36,63,40,10.36,scattered clouds
375,Mackay,AU,-21.15,149.2,85.98,62,40,20.71,scattered clouds
376,Sitka,US,57.0531,-135.33,37.71,82,65,6.29,broken clouds
377,Iracoubo,GF,5.4802,-53.2011,78.21,88,100,10.42,overcast clouds
378,Namatanai,PG,-3.6667,152.4333,85.03,63,84,12.03,broken clouds
379,Vanimo,PG,-2.6741,141.3028,86.09,67,40,10.65,moderate rain
380,Aksay,RU,47.26,39.87,44.55,68,97,5.23,moderate rain
381,Tiznit,MA,29.5833,-9.5,52.63,40,0,6.4,clear sky
382,Sfantu Gheorghe,RO,45.8667,25.7833,47.46,88,65,2.8,broken clouds
383,Burgeo,CA,47.6167,-57.6152,44.53,84,15,7.47,few clouds
384,San Carlos De Bariloche,AR,-41.1456,-71.3082,49.75,71,75,6.91,broken clouds
385,Abu Dhabi,AE,24.4667,54.3667,80.71,34,0,10.36,clear sky
386,Gazanjyk,TM,39.2446,55.5154,49.08,43,0,2.28,clear sky
387,Haapiti,PF,-17.5667,-149.8667,76.73,73,42,5.5,scattered clouds
388,Houma,US,29.5958,-90.7195,51.03,95,0,3.87,clear sky
389,Tulsipur,NP,28.131,82.2973,73.62,57,13,4.29,few clouds
390,Omsukchan,RU,62.5333,155.8,5.63,100,97,3.04,overcast clouds
391,San Benito Abad,CO,8.929,-75.0271,73.24,97,100,4.68,overcast clouds
392,Tocopilla,CL,-22.092,-70.1979,62.78,71,15,3.49,few clouds
393,Dakar,SN,14.6937,-17.4441,74.28,67,75,16.22,broken clouds
394,Halifax,CA,44.6453,-63.5724,46.45,95,66,2.3,broken clouds
395,Kamennomostskiy,RU,44.2983,40.1856,55.15,70,100,3.27,overcast clouds
396,Alice Springs,AU,-23.7,133.8833,70.21,77,90,1.99,overcast clouds
397,Kahului,US,20.8947,-156.47,77.02,81,20,10.36,few clouds
398,Medicine Hat,CA,50.0501,-110.6683,33.37,58,1,8.01,clear sky
399,Illela,NG,13.7292,5.2975,76.96,14,13,7.61,few clouds
400,Dajal,PK,29.5577,70.3762,85.64,18,0,6.67,clear sky
401,Hirara,JP,24.8,125.2833,71.87,83,75,19.57,broken clouds
402,Hinton,CA,53.4001,-117.5857,33.1,68,23,4.14,few clouds
403,Erie,US,42.7667,-78.6664,47.84,87,11,6.02,few clouds
404,Worthington,US,40.0931,-83.018,46.54,75,1,0.0,clear sky
405,Loharu,IN,28.45,75.8167,84.61,18,0,6.35,clear sky
406,Bellevue,US,47.6104,-122.2007,45.25,90,100,4.0,overcast clouds
407,Portree,GB,57.4129,-6.1942,49.86,89,100,11.72,overcast clouds
408,Santa Cruz Cabralia,BR,-16.2781,-39.0247,73.63,94,75,3.44,broken clouds
409,Muros,ES,42.7762,-9.0603,54.84,85,95,9.19,overcast clouds
410,Okha,RU,53.5739,142.9478,30.29,64,96,20.45,overcast clouds
411,Leh,IN,34.1667,77.5833,26.37,48,0,2.37,clear sky
412,Fairbanks,US,64.8378,-147.7164,23.59,91,90,0.0,light snow
413,Junction City,US,39.0286,-96.8314,62.82,60,1,4.0,clear sky
414,Sergokala,RU,42.4547,47.6612,47.5,57,7,2.77,clear sky
415,Wau,SS,7.7029,27.9953,79.93,58,96,4.81,overcast clouds
416,Maniitsoq,GL,65.4167,-52.9,20.14,62,6,5.1,clear sky
417,Port Hardy,CA,50.6996,-127.4199,41.0,100,75,4.61,light rain
418,Acapulco,MX,16.8634,-99.8901,77.13,82,32,3.83,scattered clouds
419,Ust-Nera,RU,64.5667,143.2,-21.77,98,59,5.5,broken clouds
420,Klaksvik,FO,62.2266,-6.589,45.52,89,100,32.95,overcast clouds
421,Mizdah,LY,31.4451,12.9801,66.99,30,26,5.41,scattered clouds
422,Puerto Suarez,BO,-18.95,-57.8,68.94,80,91,4.07,overcast clouds
423,Kamaishi,JP,39.2667,141.8833,59.95,78,98,12.21,overcast clouds
424,Sorland,NO,67.667,12.6934,32.07,55,98,15.59,overcast clouds
425,Svetlyy,RU,54.675,20.1347,46.45,81,90,11.32,overcast clouds
426,Singaraja,ID,-8.112,115.0882,85.96,72,88,3.42,moderate rain
427,Awbari,LY,26.5921,12.7805,68.31,26,97,13.4,overcast clouds
428,President Roxas,PH,7.1544,125.0558,88.36,63,27,2.1,scattered clouds
429,Kremenchuk,UA,49.0973,33.4197,48.76,91,87,8.12,overcast clouds
430,Seydi,TM,39.4816,62.9137,47.91,15,99,1.99,overcast clouds
431,Atambua,ID,-9.1061,124.8925,82.49,72,81,2.48,broken clouds
432,Bonfim,BR,3.0833,-59.95,77.29,83,99,5.97,overcast clouds
433,Kasama,ZM,-10.2129,31.1808,79.81,24,82,5.26,broken clouds
434,Da Nang,VN,16.0678,108.2208,82.38,74,75,13.8,broken clouds
435,Tenenkou,ML,14.4572,-4.9169,84.06,20,91,9.62,overcast clouds
436,Buraydah,SA,26.326,43.975,63.05,19,0,7.94,clear sky
437,Mount Isa,AU,-20.7333,139.5,89.37,43,76,13.8,broken clouds
438,Ilfracombe,GB,51.2093,-4.1134,50.79,94,67,5.01,broken clouds
439,Sajanan,TN,37.0573,9.2426,56.32,83,22,6.04,few clouds
440,Avenal,US,36.0041,-120.129,51.55,48,100,6.02,overcast clouds
441,Kang,BW,-23.6752,22.7876,81.12,21,100,12.24,overcast clouds
442,Tallahassee,US,30.4383,-84.2807,54.63,90,1,0.0,clear sky
443,Richards Bay,ZA,-28.783,32.0377,74.39,82,100,6.38,overcast clouds
444,Praxedis Guerrero,MX,31.3667,-106.0167,67.73,30,28,4.83,scattered clouds
445,Husavik,IS,66.0449,-17.3389,31.91,90,100,13.42,light snow
446,Aktas,KZ,49.7789,72.9608,37.15,49,2,6.91,clear sky
447,Coquimbo,CL,-29.9533,-71.3436,55.13,87,0,3.44,clear sky
448,Vitim,RU,59.4511,112.5578,32.47,93,100,12.82,light snow
449,Pemangkat,ID,1.1667,108.9667,85.08,67,58,9.57,broken clouds
450,Krutinka,RU,56.0055,71.5113,36.23,71,58,21.39,broken clouds
451,Miraflores,MX,19.2167,-98.8083,56.03,82,32,2.37,scattered clouds
452,Bermejo,AR,-32.8833,-68.8,64.31,55,0,3.44,clear sky
453,Wladyslawowo,PL,54.7909,18.4009,45.95,82,95,9.55,overcast clouds
454,Margate,GB,51.3813,1.3862,43.95,92,93,10.22,overcast clouds
455,Plouzane,FR,48.3833,-4.6167,50.05,100,90,3.44,fog
456,Bengkulu,ID,-3.8004,102.2655,84.96,68,100,11.77,overcast clouds
457,Ust-Kut,RU,56.7938,105.7672,33.73,94,100,10.63,light rain
458,Jiangyou,CN,31.7667,104.7167,51.31,54,38,2.84,scattered clouds
459,Salinas,US,36.6777,-121.6555,52.97,73,74,2.86,broken clouds
460,Cayenne,GF,4.9333,-52.3333,80.1,85,20,4.0,few clouds
461,Salalah,OM,17.0151,54.0924,82.31,51,34,2.68,scattered clouds
462,Kysyl-Syr,RU,63.8986,122.7617,24.13,95,100,7.96,light snow
463,Cabedelo,BR,-6.9811,-34.8339,77.67,82,38,8.01,scattered clouds
464,Inhambane,MZ,-23.865,35.3833,78.78,88,40,7.0,scattered clouds
465,Paharpur,PK,32.1038,70.9724,82.4,20,0,2.33,clear sky
466,Krasnoarmeyskoye,RU,52.7182,50.0322,38.88,84,84,10.09,light rain
467,Neka,IR,36.6508,53.299,53.11,71,20,2.3,few clouds
468,Ponta Pora,BR,-22.5361,-55.7256,65.1,95,70,2.82,broken clouds
469,Aitape,PG,-3.1374,142.3475,85.32,72,28,9.8,scattered clouds
470,Kirkuk,IQ,35.4681,44.3922,64.63,19,0,8.99,clear sky
471,Wanning,CN,18.8003,110.3967,71.83,87,79,14.67,broken clouds
472,Olga,RU,43.7444,135.2892,46.58,65,94,11.25,overcast clouds
473,Ugoofaaru,MV,5.6667,73.0,80.82,81,100,15.48,moderate rain
474,Klichka,RU,50.4457,117.996,26.31,34,1,4.92,clear sky
475,Manali,IN,13.1667,80.2667,78.89,94,93,17.05,heavy intensity rain
476,Pochutla,MX,15.7432,-96.4661,76.82,75,67,4.34,broken clouds
477,Bauta,CU,22.9828,-82.5464,64.29,82,40,1.14,scattered clouds
478,Mount Vernon,US,40.9126,-73.8371,51.67,64,100,1.01,overcast clouds
479,Chimore,BO,-16.9833,-65.1333,72.25,75,100,2.59,overcast clouds
480,Dashitou,CN,43.3067,128.5114,49.46,91,100,17.69,light rain
481,Bend,US,44.0582,-121.3153,36.99,67,1,3.0,clear sky
482,Berlevag,NO,70.8578,29.0864,27.82,89,99,11.23,snow
483,Rundu,NA,-17.9333,19.7667,79.47,44,91,4.0,overcast clouds
484,Yekaterinovka,RU,52.0508,44.3451,40.55,85,99,12.1,overcast clouds
485,Waihi Beach,NZ,-37.4,175.9333,72.1,86,25,8.99,scattered clouds
486,Puerto Narino,CO,-3.7703,-70.3831,71.65,99,100,1.81,overcast clouds
487,Bell Ville,AR,-32.6259,-62.6887,56.8,63,33,2.91,scattered clouds
488,Joutseno,FI,61.118,28.5076,33.78,82,100,19.19,overcast clouds
489,Kutoarjo,ID,-7.7169,109.9128,88.88,73,98,7.02,heavy intensity rain
490,Vyartsilya,RU,62.1764,30.693,30.87,75,100,12.01,overcast clouds
491,Baker City,US,44.7749,-117.8344,36.82,77,46,4.07,scattered clouds
492,Zatoka,UA,46.0725,30.4654,54.14,92,51,9.44,broken clouds
493,Ayr,GB,55.4627,-4.6339,47.32,87,90,6.91,overcast clouds
494,Cardston,CA,49.2,-113.3019,34.09,58,0,21.25,clear sky
495,Requena,ES,39.4883,-1.1004,44.71,82,41,3.65,scattered clouds
496,Roald,NO,62.5833,6.1333,37.33,86,0,4.61,clear sky
497,Soma,TR,39.1855,27.6094,62.62,57,60,2.35,broken clouds
498,Rodrigues Alves,BR,-7.738,-72.6509,72.23,97,96,2.57,overcast clouds
499,Araouane,ML,18.9048,-3.5265,73.96,25,20,10.65,few clouds
500,Oktyabrskiy,RU,54.4815,53.471,35.4,84,62,8.03,broken clouds
501,Ambulu,ID,-8.345,113.6058,86.83,66,100,8.72,overcast clouds
502,Turan,VN,16.0678,108.2208,82.38,74,75,13.8,broken clouds
503,Thinadhoo,MV,0.5333,72.9333,83.37,66,95,16.24,overcast clouds
504,Solnechnyy,RU,50.7214,136.6319,26.28,54,86,3.53,overcast clouds
505,Tura,IN,25.5198,90.2201,79.27,45,72,1.07,broken clouds
506,Piacabucu,BR,-10.4056,-36.4344,75.0,93,20,7.23,few clouds
507,Gat,IL,31.61,34.7642,78.4,24,1,3.02,clear sky
508,Talmenka,RU,53.8183,83.5677,35.04,64,99,13.62,overcast clouds
509,Alofi,NU,-19.0595,-169.9187,76.89,83,90,10.36,overcast clouds
510,Jiwani,PK,25.05,61.7417,79.43,39,0,3.76,clear sky
511,Puerto Leguizamo,CO,-0.1934,-74.7819,71.49,98,100,1.05,overcast clouds
512,Blind River,CA,46.1834,-82.9582,50.25,88,97,5.17,overcast clouds
513,Kokoda,PG,-8.8785,147.7407,86.54,59,45,5.75,scattered clouds
514,Chake Chake,TZ,-5.2459,39.7666,82.58,64,93,3.04,overcast clouds
515,Luganville,VU,-15.5333,167.1667,80.51,82,40,6.6,scattered clouds
516,Palembang,ID,-2.9167,104.7458,89.69,62,40,2.3,scattered clouds
517,Martaban,MM,16.5314,97.6111,86.94,67,80,11.79,broken clouds
518,Turka,UA,49.1541,23.0297,39.25,91,100,2.57,overcast clouds
519,Les Cayes,HT,18.2,-73.75,75.88,80,76,4.14,broken clouds
520,Birjand,IR,32.8663,59.2211,45.07,70,90,0.0,overcast clouds
521,Constantine,DZ,36.365,6.6147,49.41,76,75,8.05,broken clouds
522,Zadar,HR,44.1197,15.2422,60.66,100,75,5.75,broken clouds
523,Porto Novo,BJ,6.4965,2.6036,76.82,88,100,3.44,overcast clouds
524,Bakurianis Andeziti,GE,41.7337,43.4724,46.8,67,54,1.66,broken clouds
525,Tuensang,IN,26.2833,94.8333,78.33,35,3,3.56,clear sky
526,Ormara,PK,25.2088,64.6357,82.54,38,0,4.94,clear sky
527,Jena,DE,50.9333,11.5833,45.91,77,60,3.0,broken clouds
528,Dalbandin,PK,28.8947,64.4101,71.55,21,0,6.24,clear sky
529,Douglas,US,41.3,-96.167,53.78,81,90,0.0,mist
530,Munster,DE,51.9624,7.6257,44.44,98,0,5.75,clear sky
531,Naples,IT,40.8333,14.25,63.28,82,75,5.75,light intensity drizzle
532,Kokopo,PG,-4.352,152.2633,83.77,68,60,1.12,broken clouds
533,Pierre,US,44.3683,-100.351,50.05,74,47,1.99,scattered clouds
534,Araguari,BR,-18.6472,-48.1872,70.09,89,37,2.39,scattered clouds
535,Tibagi,BR,-24.5094,-50.4136,61.2,98,48,2.51,scattered clouds
536,Garmsar,IR,35.2182,52.3409,53.62,64,26,3.2,scattered clouds
537,Granadilla De Abona,ES,28.1188,-16.576,61.38,58,20,17.27,few clouds
538,Tilichiki,RU,60.4667,166.1,28.72,99,100,8.01,snow
539,Kotelnich,RU,58.3089,48.348,33.8,97,100,10.13,snow
540,Mamallapuram,IN,12.6264,80.1722,78.85,76,100,17.92,moderate rain
541,Ust-Tsilma,RU,65.441,52.1498,22.19,90,36,3.62,scattered clouds
542,Tutoia,BR,-2.7619,-42.2744,74.41,88,100,4.79,overcast clouds
543,Eyl,SO,7.9803,49.8164,82.45,53,31,12.37,scattered clouds
544,Uruzgan,AF,32.8333,66.0,59.25,33,2,2.71,clear sky
545,Brownsville,US,25.9018,-97.4975,68.11,88,5,6.46,clear sky
546,Guaruja,BR,-23.9931,-46.2564,72.91,26,3,2.73,clear sky
547,Narsaq,GL,60.9167,-46.05,22.35,84,100,3.22,overcast clouds
548,Baihar,IN,22.1,80.55,81.34,24,54,6.93,broken clouds
549,Khasan,RU,42.4308,130.6434,57.99,91,100,34.56,overcast clouds
550,High Level,CA,58.5169,-117.136,24.91,100,90,4.61,light snow
551,Tsiroanomandidy,MG,-18.7667,46.0333,81.95,46,74,2.84,broken clouds
552,Aberdeen,GB,57.1437,-2.0981,45.5,81,85,4.61,overcast clouds
553,Barcelos,PT,41.5388,-8.6151,53.85,59,92,4.68,overcast clouds
554,Cocorna,CO,6.0573,-75.1852,68.56,97,99,3.22,moderate rain
555,Greytown,ZA,-29.0642,30.5928,67.8,72,100,6.55,overcast clouds
556,Namibe,AO,-15.1961,12.1522,69.22,75,69,6.26,broken clouds
557,Ust-Kuyga,RU,70.0167,135.6,-11.92,87,78,9.93,broken clouds
558,Vila Do Maio,CV,15.1333,-23.2167,75.99,77,100,15.82,overcast clouds
559,Goderich,CA,43.7501,-81.7165,46.9,87,59,5.75,broken clouds
560,Uruana,BR,-15.4981,-49.6875,70.27,91,88,2.62,overcast clouds
561,Cuervos,MX,32.6314,-114.8556,71.04,57,20,7.07,few clouds
562,Nemuro,JP,43.3236,145.575,48.63,80,74,11.7,broken clouds
563,Porto Santo,PT,33.072,-16.3415,66.11,63,40,10.36,scattered clouds
564,Paita,PE,-5.0892,-81.1144,63.7,84,19,9.89,few clouds
565,Ulladulla,AU,-35.35,150.4667,69.76,92,89,10.16,light rain
566,Martapura,ID,-3.4167,114.85,86.09,74,40,5.75,scattered clouds
567,Lasa,IT,46.6166,10.7002,40.08,84,64,6.08,broken clouds
568,Ambilobe,MG,-13.2,49.05,92.48,39,18,4.88,few clouds
569,Dingle,PH,10.9995,122.6711,86.14,75,39,11.56,scattered clouds
570,Booue,GA,-0.0921,11.9385,72.95,98,100,0.6,overcast clouds
571,Burnie,AU,-41.0667,145.9167,62.74,48,6,10.63,clear sky
572,Khlevnoye,RU,52.1951,39.0932,44.62,78,95,14.38,overcast clouds
573,Canico,PT,32.6333,-16.85,66.83,69,40,10.36,scattered clouds
574,Belaya Gora,RU,68.5333,146.4167,-12.87,98,98,1.16,overcast clouds
575,Seddon,AU,-37.8068,144.8916,65.37,46,0,12.66,clear sky
576,Laguna De Duero,ES,41.5815,-4.7233,44.94,89,90,5.75,fog
577,Kununurra,AU,-15.7667,128.7333,91.38,55,40,18.41,light rain
578,Grand Gaube,MU,-20.0064,57.6608,82.38,67,30,7.0,scattered clouds
579,Nova Olimpia,BR,-14.7972,-57.2881,69.1,88,76,3.56,broken clouds
580,Maarianhamina,AX,60.0973,19.9348,37.26,65,75,10.36,broken clouds
581,Ihosy,MG,-22.4,46.1167,81.99,43,37,4.45,scattered clouds
582,Gerash,IR,27.6652,54.1371,59.14,43,0,2.98,clear sky
583,Peniche,PT,39.3558,-9.3811,57.61,80,75,9.98,broken clouds
584,Aparecida,BR,-22.8469,-45.2297,69.1,91,99,1.92,overcast clouds
585,Xining,CN,36.6167,101.7667,31.5,34,92,3.13,overcast clouds
586,Tamiahua,MX,21.2667,-97.45,72.79,77,76,4.07,broken clouds
587,Manokwari,ID,-0.8667,134.0833,85.06,67,47,9.73,scattered clouds
588,Brigantine,US,39.4101,-74.3646,47.01,78,100,16.04,overcast clouds
589,Bartica,GY,6.4,-58.6167,73.72,99,100,1.07,overcast clouds
590,Wanxian,CN,30.8039,108.3897,56.71,48,43,2.13,scattered clouds
591,San Rafael,AR,-34.6177,-68.3301,63.07,39,10,1.86,clear sky
592,Padang,ID,-0.9492,100.3543,77.05,69,82,8.3,light rain
593,Plettenberg Bay,ZA,-34.0527,23.3716,58.64,90,100,6.38,light rain
594,Usogorsk,RU,63.4106,48.6872,25.29,94,78,3.2,broken clouds
595,San Cristobal,VE,7.7669,-72.225,69.98,88,99,1.32,overcast clouds
596,Urumqi,CN,43.801,87.6005,23.95,59,0,6.71,clear sky
597,Ampanihy,MG,-24.7,44.75,93.49,23,24,5.1,few clouds
598,Vao,NC,-22.6667,167.4833,72.93,63,20,8.25,few clouds
599,Juan Lacaze,UY,-34.4342,-57.4381,54.12,75,4,7.05,clear sky
600,Jimeta,NG,9.2833,12.4667,80.6,62,90,3.96,overcast clouds
601,Neepawa,CA,50.2289,-99.4664,35.82,41,0,14.12,clear sky
602,Puerto Ayacucho,VE,5.6639,-67.6236,75.2,90,99,2.93,overcast clouds
603,Russell,US,32.3502,-85.1999,47.43,87,1,3.44,haze
604,Anito,PH,12.4497,125.2886,83.28,85,84,7.07,broken clouds
605,Rudnyy,KZ,52.9594,63.1206,37.63,64,77,12.97,broken clouds
606,Kaposvar,HU,46.3667,17.8,46.98,90,100,6.31,light rain
607,Chipinge,ZW,-20.1883,32.6236,85.32,22,0,2.86,clear sky
608,Cedar City,US,37.6775,-113.0619,53.19,45,15,5.64,few clouds
609,Binika,IN,21.0333,83.8,80.76,40,18,4.47,few clouds
610,Mishan,CN,45.55,131.8833,32.74,73,100,12.33,snow
611,Matay,EG,28.419,30.7792,70.74,53,0,6.93,clear sky
612,Liuzhou,CN,24.3126,109.3892,52.25,55,92,12.59,overcast clouds
613,Sechura,PE,-5.5569,-80.8222,64.33,80,36,8.81,scattered clouds
614,Khash,IR,28.2211,61.2158,63.99,23,0,1.72,clear sky
615,Aswan,EG,24.0934,32.907,72.7,30,0,8.05,clear sky
616,Khandyga,RU,62.6667,135.6,-0.83,96,100,4.85,overcast clouds
617,Te Anau,NZ,-45.4167,167.7167,64.49,59,91,3.98,overcast clouds
618,Colac,AU,-38.3333,143.5833,60.01,43,19,3.56,few clouds
619,Lardos,GR,36.0942,28.0157,67.95,55,54,1.48,broken clouds
620,Arequipa,PE,-16.3989,-71.535,54.77,49,87,0.81,overcast clouds
621,Tautira,PF,-17.7333,-149.15,77.02,77,26,7.4,scattered clouds
622,Mandali,IQ,33.7499,45.5541,73.74,18,0,6.67,clear sky
623,Emerald,AU,-23.5333,148.1667,81.34,78,90,4.61,overcast clouds
624,Verkhnevilyuysk,RU,63.4453,120.3167,26.87,90,100,7.92,overcast clouds
625,Doha,QA,25.2867,51.5333,84.18,54,0,9.22,clear sky
626,Raduzhnyy,RU,62.0961,77.475,32.52,98,100,11.05,light snow
627,San Juan De Uraba,CO,8.7592,-76.5297,74.97,94,100,9.6,overcast clouds
628,Molochnoye,RU,59.2917,39.6787,37.18,99,100,4.25,moderate rain
629,Kyzyl-Suu,KG,42.3414,78.0056,33.17,69,4,1.97,clear sky
630,Cartagena Del Chaira,CO,1.3349,-74.8429,71.74,99,99,1.59,overcast clouds
631,Gbarnga,LR,6.9956,-9.4722,70.36,99,52,1.36,broken clouds
632,Anadyr,RU,64.75,177.4833,23.5,93,40,13.42,mist
633,Kalmunai,LK,7.4167,81.8167,83.53,68,99,4.27,overcast clouds
634,Oranjemund,NA,-28.55,16.4333,61.38,71,26,8.75,scattered clouds
635,Manacapuru,BR,-3.2997,-60.6206,77.58,88,86,1.54,overcast clouds
636,Valley City,US,46.9233,-98.0032,43.32,81,1,16.11,clear sky
637,Tinaquillo,VE,9.9186,-68.3047,70.92,89,90,3.11,overcast clouds
638,San Bernardo,CL,-33.6,-70.7167,64.74,53,0,2.33,clear sky
639,Bemidji,US,47.4736,-94.8803,44.91,90,1,8.05,clear sky
640,Yuanping,CN,38.7153,112.7575,30.22,62,1,8.86,clear sky
641,Jijiga,ET,9.35,42.8,70.3,25,4,4.52,clear sky
642,Leningradskiy,RU,69.3833,178.4167,11.53,82,80,9.66,broken clouds
643,Tecoanapa,MX,16.5167,-98.75,75.4,86,52,5.26,broken clouds
644,Nuuk,GL,64.1835,-51.7216,10.42,74,0,5.48,clear sky
645,Kismayo,SO,-0.3582,42.5454,81.63,67,100,8.95,overcast clouds
646,Bondoukou,CI,8.0333,-2.8,70.18,93,32,3.98,scattered clouds
647,Eureka,US,40.8021,-124.1637,44.67,73,43,5.68,scattered clouds
648,Cockburn Town,TC,21.4612,-71.1419,81.32,72,61,2.89,broken clouds
649,Gurupa,BR,-1.405,-51.64,74.62,93,98,3.47,overcast clouds
650,Tiarei,PF,-17.5333,-149.3333,77.02,76,19,6.29,few clouds
651,Olafsvik,IS,64.8945,-23.7142,39.43,93,100,24.36,light rain
652,San Jeronimo,PE,-11.9472,-75.2829,49.82,84,100,4.97,overcast clouds
653,Linkou,CN,45.3,130.2833,32.23,95,100,12.1,snow
654,Hobyo,SO,5.3505,48.5268,82.33,59,56,12.73,broken clouds
655,Baleno,PH,12.4739,123.4982,86.14,72,70,10.4,broken clouds
656,Pitkyaranta,RU,61.5734,31.4792,32.74,72,100,18.37,overcast clouds
657,Ahipara,NZ,-35.1667,173.1667,63.3,87,51,4.32,broken clouds
658,Teguldet,RU,57.3064,88.1667,32.04,68,100,14.94,overcast clouds
659,Urusha,RU,54.05,122.9,21.02,51,1,2.98,clear sky
660,North Bend,US,43.4065,-124.2243,47.86,96,20,8.05,few clouds
661,Moron,AR,-34.6534,-58.6198,64.15,85,0,3.74,clear sky
662,Isakly,RU,54.1333,51.5333,36.81,80,82,8.28,broken clouds
663,Hami,CN,42.8,93.45,34.61,27,1,5.14,clear sky
664,Bac Lieu,VN,9.285,105.7244,85.28,74,97,17.29,overcast clouds
665,Wattegama,LK,6.7989,81.4808,81.52,63,100,3.09,overcast clouds
666,Svetlaya,RU,46.5389,138.3297,40.24,44,99,2.17,overcast clouds
667,Ismailia,EG,30.6043,32.2723,64.47,82,0,0.0,fog
668,Port Lincoln,AU,-34.7333,135.8667,61.65,53,94,9.64,overcast clouds
669,Trnava,SK,48.3774,17.5872,44.74,76,100,5.08,overcast clouds
670,Touros,BR,-5.1989,-35.4608,77.9,79,65,10.22,broken clouds
671,Kincardine,GB,56.0667,-3.7167,47.39,93,86,3.78,overcast clouds
672,Balkanabat,TM,39.5108,54.3671,50.23,43,0,1.72,clear sky
673,Tigil,RU,57.8,158.6667,18.55,93,56,6.4,broken clouds
674,Ornskoldsvik,SE,63.2909,18.7153,27.55,86,75,9.22,broken clouds
675,Kargasok,RU,59.0556,80.8572,30.78,73,96,16.75,overcast clouds
676,Bulgan,MN,48.8125,103.5347,29.37,47,45,3.6,scattered clouds
677,Puri,IN,19.8,85.85,82.92,47,40,9.89,scattered clouds
678,Fereydun Kenar,IR,36.6864,52.5225,53.91,67,0,1.72,clear sky
679,Chama,CH,47.1821,8.4636,44.06,92,90,2.3,overcast clouds
680,Jefferson City,US,38.5767,-92.1735,57.36,47,1,4.61,clear sky
681,Coihaique,CL,-45.5752,-72.0662,40.95,87,0,2.3,clear sky
682,Cairns,AU,-16.9167,145.7667,94.06,69,75,8.05,broken clouds
683,Hakkari,TR,37.5833,44.1667,45.52,19,0,3.53,clear sky
684,Hervey Bay,AU,-25.2986,152.8535,80.04,89,94,17.31,light rain
685,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,60,75,4.47,broken clouds
686,Teya,RU,60.3778,92.6267,31.24,86,100,14.65,overcast clouds
687,Banjar,ID,-8.19,114.9675,85.91,72,89,2.8,moderate rain
688,Pevek,RU,69.7008,170.3133,14.79,77,85,20.31,overcast clouds
689,Pafos,CY,34.7667,32.4167,65.98,24,0,10.36,clear sky
690,Monrovia,LR,6.3005,-10.7969,76.77,85,68,1.3,broken clouds
691,Raga,SS,8.4596,25.678,80.67,57,22,3.8,few clouds
692,Szubin,PL,53.0097,17.74,45.41,93,90,13.8,overcast clouds
693,Grand-Santi,GF,4.25,-54.3833,71.67,100,98,1.9,overcast clouds
694,La Ronge,CA,55.1001,-105.2842,28.65,86,1,2.3,clear sky
695,Acarau,BR,-2.8856,-40.12,77.67,86,91,7.11,overcast clouds
696,Ankpa,NG,7.3706,7.6253,73.0,93,91,3.06,overcast clouds
